# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
3.160000e+02	1.076764e-02	7.438963e-03	4.441097e-03	2.458217e-02
3.170000e+02	1.041816e-02	7.351658e-03	4.419907e-03	2.428548e-02
3.180000e+02	1.015397e-02	7.354601e-03	4.404549e-03	2.398981e-02
3.190000e+02	9.953451e-03	7.424032e-03	4.401238e-03	2.369183e-02
3.200000e+02	9.795786e-03	7.536261e-03	4.372449e-03	2.338751e-02
3.210000e+02	9.661769e-03	7.668461e-03	4.240322e-03	2.307234e-02
3.220000e+02	9.536522e-03	7.804070e-03	4.256015e-03	2.274557e-02
3.230000e+02	9.407931e-03	7.929587e-03	4.286881e-03	2.240727e-02
3.240000e+02	9.265215e-03	8.031767e-03	4.289168e-03	2.205580e-02
3.250000e+02	9.098960e-03	8.097694e-03	4.251759e-03	2.168785e-02
3.260000e+02	8.902287e-03	8.116973e-03	4.198098e-03	2.130028e-02
3.270000e+02	8.672044e-03	8.084083e-03	4.141936e-03	2.089226e-02
3.280000e+02	8.409123e-03	7.999186e-03	4.049710e-03	2.046612e-02
3.290000e+02	8.117678e-03	7.867051e-03	4.046928e-03	2.002659e-02
3.300000e+02	7.803705e-03	7.694856e-03	4.039422e-03	1.957922e-02
3.310000e+02	7.473627e-03	7.490047e-03	3.946393e-03	1.912883e-02
3.320000e+02	7.133405e-03	7.259097e-03	3.842745e-03	1.867869e-02
3.330000e+02	6.788295e-03	7.007363e-03	3.837597e-03	1.823068e-02
3.340000e+02	6.443048e-03	6.739668e-03	3.878683e-03	1.778603e-02
3.350000e+02	6.102226e-03	6.460991e-03	3.887705e-03	1.734607e-02
3.360000e+02	5.770339e-03	6.176799e-03	3.873031e-03	1.691270e-02
3.370000e+02	5.451757e-03	5.892921e-03	3.861109e-03	1.648838e-02
3.380000e+02	5.150452e-03	5.615098e-03	3.867021e-03	1.607579e-02
3.390000e+02	4.869745e-03	5.348520e-03	3.871476e-03	1.567753e-02
3.400000e+02	4.612157e-03	5.097549e-03	3.876064e-03	1.529582e-02
3.410000e+02	4.379425e-03	4.865711e-03	3.887658e-03	1.493255e-02
3.420000e+02	4.172613e-03	4.655860e-03	3.907290e-03	1.458932e-02
3.430000e+02	3.992287e-03	4.470399e-03	3.942211e-03	1.426763e-02
